,YR_1,YR_3,YR_5,YR_7,YR_9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__CCD24|f__|g__,0.000164601,0.000271656,0.000316795,0.000508334,0.000294607
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Poterioochromonas sp. DS|g__,0.000272033,6.17E-05,8.91E-05,0.00050523,0.000316992
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Alteromonadaceae|g__Alishewanella,0.000452152,0.000134861,0.000130434,0.000177187,0.000450724
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Triticum aestivum (bread wheat),1.23E-05,0.001341018,5.73E-05,3.28E-05,4.96E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__RF39|f__|g__,4.67E-05,2.96E-05,2.99E-05,8.63E-05,6.49E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae|g__Emticicia,0.000199315,5.85E-05,6.22E-05,6.50E-05,0.00011351
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Lentimicrobiaceae|g__Lentimicrobium,0.00010101,0.000176344,0.000137243,0.000218128,0.000399614
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus,2.08E-05,3.71E-05,3.92E-05,0.000198314,0.000431566
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Macellibacteroides,2.45E-06,1.93E-05,4.83E-06,0.000180054,0.000496555
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylomagnum,6.40E-05,0.000158464,0.000125398,0.000404107,0.000269302
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Porticoccaceae|g__SAR92 clade,0.000290101,0.00014842,0.000306257,0.000197614,0.000337518
k__Bacteria|p__Firmicutes|c__Syntrophomonadia|o__Syntrophomonadales|f__Syntrophomonadaceae|g__Syntrophomonas,0.000144205,0.000145202,0.00023809,0.000331292,0.000285399
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae|g__,1.66E-05,5.38E-05,0.000115204,0.000364671,0.000189327
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__|g__,1.90E-05,1.56E-05,2.38E-05,2.62E-05,3.22E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rubritepida,0.000124214,0.000198385,0.000349264,0.000291662,0.00016373
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__KD1-131|g__,3.98E-05,2.57E-05,2.76E-05,3.20E-05,5.89E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium,0.000306196,2.02E-05,5.18E-05,4.86E-05,0.000114763
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelothrix,6.44E-05,0.000147367,0.000181983,0.000225098,0.000375712
k__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__PHOS-HE36|g__,4.76E-05,1.45E-05,6.66E-05,5.37E-05,1.96E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Cladosiphon okamuranus,4.32E-05,9.68E-05,7.96E-05,2.59E-05,2.54E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sulfuricellaceae|g__Sulfuriferula,0.000348934,0.000139147,0.000359174,0.000203899,0.000300811
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Methylosinus trichosporium OB3b,1.35E-05,1.68E-05,4.19E-05,7.31E-05,2.12E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lobochlamys culleus|g__,0.000530482,3.49E-05,0.00012164,2.24E-05,2.41E-06
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Pleomorphomonadaceae|g__Chthonobacter,7.99E-05,0.000117859,6.51E-05,0.000180993,0.000147683
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Bact-08,8.51E-05,6.34E-05,4.48E-05,0.000274307,0.000323217
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus Jidaibacter|g__,9.77E-06,2.84E-05,2.88E-05,1.83E-05,1.37E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Pseudorhodoplanes,3.65E-05,9.18E-05,7.20E-05,6.85E-05,0.000130168
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Candidatus Hodgkinia,7.97E-06,1.06E-05,0,7.37E-06,1.29E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__,1.03E-05,1.51E-05,2.97E-06,0.000309236,0.000642772
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Gallionellaceae|g__Candidatus Nitrotoga,0.000144815,0.000205889,0.000175648,0.000312136,0.000290939
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Hungateiclostridiaceae|g__Ruminiclostridium,6.85E-05,7.48E-05,3.23E-05,7.95E-05,0.000221882
k__Bacteria|p__Cyanobacteria|c__Vampirivibrionia|o__Obscuribacterales|f__Obscuribacteraceae|g__,3.62E-05,0.000124334,0.00032161,0.000259348,0.000249467
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nitrosococcales|f__Nitrosococcaceae|g__wb1-P19,8.82E-05,0.000160522,0.000471042,0.000404993,0.000223348
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pedinomonas minor|g__,0.000444546,6.32E-05,5.02E-05,1.62E-05,2.04E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Turicibacter,0.000191569,8.90E-05,5.22E-05,0.000107477,7.44E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlamydomonas nivalis|g__,0.000105265,9.95E-05,0.000113591,6.65E-05,0.000110093
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc,0.000466179,0.00010903,3.92E-05,0.000101236,0.000131124
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Monomastix sp. M0722|g__,6.45E-05,1.41E-05,8.07E-06,3.37E-06,2.14E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chloromonas perforata|g__,0.000349973,9.66E-05,6.67E-06,1.19E-05,1.01E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Chelatococcus,2.53E-05,7.43E-05,5.63E-05,7.16E-05,4.21E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Holosporales|f__Holosporaceae|g__Candidatus Gortzia,1.29E-05,3.70E-05,7.84E-05,2.60E-05,4.07E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hafniomonas laevis|g__,0.000975481,4.85E-05,0.000225101,0,1.23E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Williamwhitmaniaceae|g__Blvii28 wastewater-sludge group,5.73E-05,5.80E-05,0.000143958,3.96E-05,0.000290447
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Tistrellales|f__Tistrellaceae|g__Tistrella,6.27E-05,0.000293777,0.00022326,0.000313453,0.000237627
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Pandoraea,2.75E-05,1.22E-05,2.28E-05,3.60E-05,1.90E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hariotina sp. MMOGRB0030F|g__,3.15E-05,0.000136825,0.000186331,7.91E-05,4.48E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Halothiobacillales|f__Halothiobacillaceae|g__Thiovirga,6.37E-05,0.000101528,0.000166767,0.000205664,0.000423332
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Aquaspirillaceae|g__Laribacter,0.000111365,0.000165103,0.000174982,0.00024875,0.000181305
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__CWT CU03-E12|g__,1.64E-05,3.83E-05,5.82E-05,6.10E-05,5.94E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__WD260|f__|g__,0.000149306,0.00017307,0.000223261,0.000236587,0.000205207
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Roseburia,7.55E-06,8.90E-06,3.06E-06,0.000150547,0.000527566
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Parachlorella kessleri|g__,0.000118315,0.000238996,0.000139657,0.000164316,2.39E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnospira,1.03E-05,1.22E-05,3.83E-06,0.000132409,0.000565049
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__SM1A07|f__|g__,2.53E-05,4.97E-05,0.000121405,0.000108135,5.46E-05
k__Bacteria|p__Actinobacteriota|c__Thermoleophilia|o__Solirubrobacterales|f__Solirubrobacteraceae|g__,2.95E-06,8.43E-05,2.63E-05,1.66E-05,1.99E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Ferrovibrionales|f__Ferrovibrionaceae|g__Ferrovibrio,9.11E-05,0.000127615,0.000128607,0.000200741,0.00021692
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Veillonellaceae|g__Megasphaera,1.85E-05,3.84E-05,2.52E-05,0.000245953,0.000422198
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Micavibrionales|f__Micavibrionaceae|g__,4.30E-05,2.82E-05,2.83E-05,7.77E-05,0.000276468
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__,5.23E-05,5.30E-05,9.91E-05,0.000180318,0.000134309
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotellaceae UCG-001,0,0,0,0.000150594,0.000669315
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Synura uvella|g__,0.000208923,0.000154181,7.93E-05,0.000100604,7.67E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__[Ruminococcus] gnavus group,3.61E-05,3.82E-05,6.24E-05,0.000129833,0.000328557
k__Bacteria|p__Firmicutes|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea,1.53E-06,2.85E-05,0,0.000181727,0.000401604
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus,3.74E-05,4.51E-05,0.000176131,0.00015853,0.000191209
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Chitinophagaceae|g__Arachidicoccus,1.09E-05,9.77E-06,1.42E-05,1.97E-05,4.60E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Triticum urartu|g__,0,0.000676942,1.47E-05,0,1.56E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__MWH-CFBk5|g__,8.73E-05,3.60E-05,5.41E-05,6.64E-05,5.33E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Anaerocella,6.05E-05,3.80E-05,3.94E-05,0.000105732,0.00023926
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium sensu stricto 8,3.66E-05,6.29E-05,4.86E-05,8.08E-05,0.000104505
k__Bacteria|p__Bacteroidota|c__Rhodothermia|o__Rhodothermales|f__Rhodothermaceae|g__,7.98E-05,0.00012878,0.000163999,0.000174465,0.000205545
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Characiochloris acuminata|g__,0.000349833,0.000120648,4.80E-05,2.22E-06,8.21E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pedinomonas tuberculata|g__,0.000365954,3.97E-05,5.44E-05,1.80E-05,2.07E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Anaerovoracaceae|g__[Eubacterium] nodatum group,1.44E-05,2.69E-05,1.28E-05,0.00020963,0.000300333
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae|g__Rhodovastum,7.91E-05,0.000222428,0.000367457,0.000198905,0.000120049
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Elliptochloris bilobata|g__,0.000152216,0.000130906,0.000118881,0.000114251,7.49E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Selenomonadaceae|g__Selenomonas,2.69E-05,3.87E-06,1.11E-05,0.000248206,0.000331934
k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermincolales|f__Thermincolaceae|g__Thermincola,6.34E-05,5.61E-05,6.74E-05,0.000149814,0.000314061
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__B108|f__|g__,0.000116139,6.10E-05,0.000122271,9.59E-05,0.000205563
k__Bacteria|p__Firmicutes|c__Bacilli|o__Paenibacillales|f__Paenibacillaceae|g__Fontibacillus,0.000684942,0.000122608,1.34E-05,1.32E-05,3.18E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lepocinclis tripteris|g__,3.92E-05,4.99E-05,3.44E-05,2.89E-05,4.07E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__,1.57E-05,3.85E-05,4.51E-05,0.000120139,0.000289649
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__S25-593|g__,1.91E-05,4.58E-06,3.40E-06,8.30E-07,9.55E-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Run-SP154|f__|g__,6.33E-05,8.09E-05,0.000128575,0.000206985,0.000220238
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Halomonadaceae|g__,0.000207408,0.000159174,0.000180335,8.56E-05,0.000120623
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Lysinibacillus,0.000153597,9.22E-05,5.57E-05,0.000108287,3.67E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__NS2b marine group,2.06E-05,7.30E-06,2.57E-05,2.66E-05,1.27E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Fokiniaceae|g__,1.15E-05,2.53E-05,1.07E-05,7.92E-06,9.46E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Strombomonas borystheniensis|g__,0.000232623,0.000119829,0.000338043,3.93E-05,9.06E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglenaria caudata var. minor|g__,6.00E-05,5.33E-05,0.000111487,7.70E-05,0.00023963
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Reclinomonas americana ATCC 50284,1.38E-05,4.27E-05,2.57E-05,1.36E-05,2.54E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__Pseudarthrobacter,2.37E-05,5.35E-05,4.35E-05,7.09E-05,8.49E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nannochloropsis oceanica,3.46E-05,0.000151903,1.69E-05,1.54E-05,5.13E-06
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Brachymonas,3.92E-05,5.07E-05,6.51E-05,0.000139398,0.000158037
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Aquaspirillaceae|g__Microvirgula,4.90E-05,1.73E-05,5.69E-06,0.000150014,0.000353252
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Nephroselmis olivacea,0.000180045,1.74E-05,1.45E-05,3.43E-06,4.32E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena sp. Wollyang110406A|g__,8.42E-05,9.57E-05,6.81E-05,0.000141967,0.000283268
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__ST-12K33|g__,4.83E-05,5.05E-05,0.000144451,8.32E-05,5.41E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales-Selenomonadales|f__Sporomusaceae|g__,2.59E-06,3.03E-05,1.26E-05,0.000255746,0.000339331
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Tetraselmis marina|g__,0.000225757,5.66E-05,1.21E-05,5.42E-05,1.33E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospirillaceae|g__Telmatospirillum,5.11E-05,9.41E-05,0.000188058,5.65E-05,0.000153971
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Chitinophagales|f__Saprospiraceae|g__Lewinella,4.75E-05,7.34E-05,6.87E-05,1.84E-05,5.01E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Hazenia capsulata|g__,4.33E-06,0.000203553,5.85E-05,2.19E-05,8.13E-06
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Roya obtusa,4.99E-05,1.62E-05,2.28E-05,3.93E-05,2.06E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Intrasporangiaceae|g__,4.21E-05,5.63E-05,5.34E-05,5.76E-05,7.08E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Rathayibacter,1.62E-05,1.59E-05,1.79E-05,1.40E-05,1.62E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Solanum melongena (eggplant),1.73E-05,4.18E-05,9.26E-05,5.54E-05,8.50E-05
k__Bacteria|p__Bacteroidota|c__Ignavibacteria|o__Ignavibacteriales|f__SR-FBR-L83|g__,4.70E-05,4.29E-05,0.000101873,0.000130128,4.12E-05
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Propionibacteriales|f__Propionibacteriaceae|g__Propioniciclava,1.23E-05,8.65E-05,5.43E-05,7.59E-05,5.43E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rs-E47 termite group|g__GWE2-42-42,3.79E-05,0.000101082,8.60E-05,6.41E-05,0.000130563
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Thiothrix,4.50E-05,0.000172888,0.000149288,0.000104913,0.000114657
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae|g__Pantoea,2.73E-05,6.97E-07,0,6.97E-06,1.01E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Sonderella linearis|g__,0.000142541,4.17E-05,1.88E-05,0.000124683,0.000143757
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Sedimenticolaceae|g__,7.52E-05,5.00E-05,5.35E-05,1.27E-05,2.35E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Leeiaceae|g__Leeia,6.44E-05,9.27E-05,0.00010293,0.000196799,0.000146018
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlorella sp. CC-Bw-9|g__,3.05E-05,3.67E-05,3.25E-05,2.18E-05,0
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae|g__Leadbetterella,0.000246356,0.000104399,5.29E-05,7.15E-05,4.88E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Candidatus Hepatincola|g__Grylloblatta bifratrilecta,1.24E-05,4.93E-06,1.51E-05,1.06E-05,2.24E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Lobochlamys segnis|g__,0.000358554,5.45E-05,4.81E-05,3.00E-06,8.90E-06
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae|g__,3.53E-06,1.71E-05,1.32E-05,6.91E-05,0.000297858
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Puniceispirillales|f__Puniceispirillales Incertae Sedis|g__Constrictibacter,1.93E-05,0.000105568,5.26E-05,0.000124999,0.000127117
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Chitinibacteraceae|g__Chitinilyticum,0.000199634,6.91E-05,4.50E-05,6.37E-05,0.000148479
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Sphingobacteriales|f__S15A-MN91|g__,2.66E-05,1.25E-05,2.47E-05,4.88E-05,3.36E-05
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Cytophagales|f__Spirosomaceae|g__Runella,3.84E-05,0.000243946,3.10E-05,6.54E-05,0.000176946
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter,2.49E-06,5.71E-05,7.53E-06,7.75E-05,0.000209308
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter sp. B7,0.0001404,0.000137615,6.52E-05,5.03E-05,8.70E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caedibacterales|f__Caedibacteraceae|g__Caedibacter,5.31E-06,4.17E-06,2.98E-05,9.95E-05,0.000210618
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prolixibacteraceae|g__Sunxiuqinia,3.24E-05,3.04E-05,8.94E-05,8.06E-05,0.000312754
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__DMER64,5.37E-06,5.72E-06,0,0.000172422,0.000333173
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Sorghum bicolor (sorghum)|g__,4.19E-05,0.000206111,4.64E-05,1.50E-05,1.22E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Magnetospiraceae|g__Magnetospira,2.95E-05,4.68E-05,2.82E-05,2.38E-05,3.85E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae|g__Candidatus Cryptoprodotis,6.02E-05,2.38E-05,4.12E-05,8.37E-06,1.74E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Hydropuntia rangiferina,1.66E-05,1.35E-05,1.50E-05,3.93E-05,1.79E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Chlorella vulgaris|g__,3.57E-05,0.000119667,6.41E-05,4.58E-05,2.72E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Pseudanabaenales|f__Pseudanabaenaceae|g__Pseudanabaena PCC-6802,1.82E-05,2.84E-05,5.46E-05,2.93E-05,1.44E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Oscillospirales|f__Hungateiclostridiaceae|g__Saccharofermentans,2.16E-05,3.80E-06,2.90E-06,8.39E-05,0.00023422
k__Bacteria|p__Actinobacteriota|c__Actinobacteria|o__Streptosporangiales|f__Streptosporangiaceae|g__Sphaerisporangium,9.95E-06,2.14E-05,2.32E-05,2.22E-05,3.27E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Mitochondria|g__Pyramimonas parkeae,7.39E-05,0,1.04E-05,1.21E-05,3.90E-05
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,1.55E-05,8.77E-06,8.30E-06,0.000121667,0.000137414
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Carnobacterium,0.000200999,6.26E-05,2.37E-05,4.51E-05,5.11E-05
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Thermotaleaceae|g__Crassaminicella,1.75E-06,0,7.40E-06,8.20E-07,3.63E-06
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Trachelium caeruleum|g__,7.00E-06,0.000129668,5.04E-06,0,3.93E-06
k__Bacteria|p__Firmicutes|c__Clostridia|o__Peptostreptococcales-Tissierellales|f__Peptostreptococcaceae|g__Clostridioides,4.32E-05,1.21E-05,2.56E-05,2.14E-05,3.53E-05
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium,6.62E-06,3.26E-05,2.61E-05,9.22E-05,0.000196418
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Leptolyngbyales|f__Leptolyngbyaceae|g__Calothrix KVSF5,8.64E-05,7.89E-05,0.000140969,0.000102604,4.10E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Pediastrum angulosum|g__,3.22E-05,7.82E-05,9.59E-05,4.43E-05,5.16E-05
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__eub62A3|f__|g__,2.83E-06,5.32E-05,0.000104975,0,1.40E-05
k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Chloroplast|f__Euglena tristella|g__,7.66E-05,4.53E-05,5.16E-05,8.16E-05,0.000207715
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__,2.76E-05,4.03E-05,5.59E-05,8.52E-05,0.000200426
k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__dgA-11 gut group,2.09E-05,4.00E-06,0,0.000137229,0.000299259
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Blastomonas,3.65E-05,4.02E-05,2.72E-05,9.62E-05,6.91E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Midichloriaceae|g__Candidatus Midichloria,1.67E-05,1.47E-05,5.83E-05,5.56E-05,5.96E-05
